,Name,cfb_id,pfr_id,School,Conference,DR,DP,NFL POS,Draft Year,Designation in last Year,Landing Team,Age IN DRAFT YEAR (9/1/dy),DOB,Conference Drafted Rate,Conference Hit Rate,Age Adjusted Hit Rate AVG,Pre-Draft,Pre-Draft Percentile,Post-Draft,Post-Draft Percentile,Cr.Year BO,>20%,>30%,Decimal BOA (30%),Cr.Year BO.1,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Per Game College Dominator Rating,YPTpA Dominator,Yards Dominator,Conference.1,Team (Conference Adjusted),Age,Conference.2,Team,Age.1,First RecYds/TmPatt,Best RecYds/TmPatt,Last RecYds/TmPatt,AVG RecYds/TmPatt,First RecYds/TmPatt Above Conference AVg,Best RecYds/TmPatt Above Conference Avg,Last  RecYds/TmPatt Above Conference Avg,AVG  RecYds/TmPatt Above Conference Avg,First RecYds/TmPatt Above TM Avg,Best RecYds/TmPatt Above TM Avg,Last  RecYds/TmPatt Above TM Avg,AVG  RecYds/TmPatt Above TM Avg,First RecYds/TmPatt Above AGE Avg,Best RecYds/TmPatt Above AGE Avg,Last  RecYds/TmPatt Above AGE Avg,AVG  RecYds/TmPatt Above AGE Avg,First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Dominator.1,Best Dominator.1,Last Dominator.1,AVG Dominator (Min 2 Seasons).1,First Doa,Last Doa,Best Doa,Doa (AVG),First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,First MS rec Yards.1,last ms rec yards.1,Best MS rec Yards.1,AVG MS REC Yds.1,PPG Above conference expectation (Best Year),S/EX (MS Yards Over Expectation using a 5 year conference AVG of top producer),TeamMate Score (TeamMate Over Expected),Production Score,Efficency Score (YTMpA Over conference AVG WR1s),Calvin Johnson Index,Combine Score,18,19,20,21,22,23,18.1,19.1,20.1,21.1,22.1,23.1,18.2,19.2,20.2,21.2,22.2,23.2,18.3,19.3,20.3,21.3,22.3,23.3,18.4,19.4,20.4,21.4,22.4,23.4,18.5,19.5,20.5,21.5,22.5,23.5,18.6,19.6,20.6,21.6,22.6,23.6,18.7,19.7,20.7,21.7,22.7,23.7,18.8,19.8,20.8,21.8,22.8,23.8,18.9,19.9,20.9,21.9,22.9,23.9,18.10,19.10,20.10,21.10,22.10,23.10,18.11,19.11,20.11,21.11,22.11,23.11,18.12,19.12,20.12,21.12,22.12,23.12,18.13,19.13,20.13,21.13,22.13,23.13,18.14,19.14,20.14,21.14,22.14,23.14,18.15,19.15,20.15,21.15,22.15,23.15,18.16,19.16,20.16,21.16,22.16,23.16,18.17,19.17,20.17,21.17,22.17,23.17,18.18,19.18,20.18,21.18,22.18,23.18,18.19,19.19,20.19,21.19,22.19,23.19,18.20,19.20,20.20,21.20,22.20,23.20,18.21,19.21,20.21,21.21,22.21,23.21,18.22,19.22,20.22,21.22,22.22,23.22,18.23,19.23,20.23,21.23,22.23,23.23,BMI,weight,height,bench,40,3Cone,shuttle,vert,broadInches,Burst Score,HaSS,WaSS,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,Year 1 TGT%,Year 1 EP,Year 1 reFPOE,Year 1 PPG,AVG EP Season 1-3,AVG PPG (PPR) Season 1-3,Year 1 Yards,Year 1 Yards/G
152,Tarik Black,tarik-black-1,BlacTa00,Texas,Big 12,UDFA,UDFA,WR,2021,SR,IND,23,2/10/1998,13.00%,4.10%,1.00%,3.0,33%,2.21,32%,0,-,-,-,-,2,20,7.7,46,712,15.5,2.3,4.0,7.60%,24.60%,0.9,9.50%,-0.76,-0.76,-1.66,-12.70%,-11.00%,-21.30%,0.93,0.9,0.9,0.9,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-1.7,-1.7,-1.7,-1.7,38.60%,38.60%,10.60%,19.10%,8.90%,8.90%,6.40%,7.40%,-25.00%,-25.00%,-25.00%,-8.30%,6.70%,9.10%,9.90%,9.90%,-23.40%,16.10%,16.10%,1.27%,-5.92,-18.00%,-2.40%,-2.50%,-1.4,-6.30%,259,,3.0,,11.0,6.0,,,10.63,,5.75,6.67,,,11.0,,25.0,10.0,,,149.0,,323.0,240.0,,,1.0,,1.0,1.0,,,3.18%,,6.11%,3.02%,,,6.69%,,9.90%,9.14%,,,,,9.90%,,,,,,-21.30%,,,,,,-12.70%,,,,,,-11.00%,,,,11.11%,,4.00%,3.57%,,,38.58%,,8.22%,10.59%,,,8.90%,,7.00%,6.40%,,,,,-25.00%,,,,4.90%,,8.00%,6.10%,,,0.8,,0.4,0.6,,,,,0.4,,,,,,-0.5,,,,1.9,,0.9,1.2,,,,,0.9,,,-,-,-,-1.7,-,-,,,,-0.76,,,,,,-0.78,,,26.62,213.0,75.0,15.0,4.54,6.91,4.26,40.0,132,134,104.23,100.27,-,-,-,-,-,-,-,-,-,10.0,10.0
153,Joe Reed,joe-reed-4,ReedJo03,Virginia,ACC (Coastal),5,151,WR,2020,SR,LAC,22,1/4/1998,4.80%,6.40%,3.80%,2.6,26%,2.6,39%,-,20,-,-,-,4,47,7.8,129,1465,11.4,2.7,3.0,24.30%,26.20%,1.4,18.20%,-0.85,-0.85,-1.33,-10.80%,-10.90%,-15.20%,0.21,1.4,1.4,0.9,-1.5,-0.3,-0.3,-0.9,-1.4,-0.2,-0.2,-0.7,-1.5,-1.2,-1.2,-1.3,1.80%,26.20%,26.20%,14.60%,1.30%,24.30%,24.30%,13.80%,-18.40%,-7.60%,-7.60%,-13.50%,2.70%,18.20%,18.20%,11.32%,7.80%,18.40%,18.40%,7.88%,1.41,-8.80%,-0.50%,-7.10%,-0.7,-2.80%,300,9.0,12.0,13.0,13.0,,,1.33,6.38,8.85,14.7,,,4.0,23.0,25.0,77.0,,,77.0,244.0,465.0,679.0,,,0.0,2.0,7.0,7.0,,,0.83%,4.44%,7.02%,14.86%,,,2.68%,7.55%,16.90%,18.16%,,,2.68%,7.55%,16.90%,18.16%,,,-16.60%,-17.70%,-13.20%,-13.00%,,,-19.40%,-14.60%,-5.20%,-4.00%,,,-19.60%,-14.70%,-5.30%,-4.10%,,,0.00%,8.00%,26.92%,30.43%,,,1.79%,8.42%,21.91%,26.16%,,,1.30%,7.80%,21.90%,24.30%,,,-18.40%,-18.50%,-9.30%,-7.60%,,,1.80%,6.00%,12.00%,16.50%,,,0.1,0.4,0.6,0.9,,,0.1,0.4,0.6,0.9,,,-0.6,-0.3,-0.2,0.1,,,0.2,0.5,1.3,1.4,,,0.2,0.5,1.3,1.4,,,-1.5,-1.4,-1.2,-1.2,-,-,-1.5,-1.2,-0.4,-0.3,,,-1.42,-1.12,-0.33,-0.22,,,29.55,224.0,73.0,21.0,4.47,0.0,0.0,38.0,123,126.1,110.51,112.21,0,0,0,0.30%,0.63,-1.5,0.99,0.63,0.99,,
154,Maurice Ffrench,maurice-ffrench-1,0,Pittsburgh,ACC (Coastal),UDFA,UDFA,WR,2020,SR,0,22,1/1/1998,4.80%,6.40%,3.80%,2.6,26%,1.98,26%,2,20,20,20.67,2,3,36,11.7,156,1637,10.5,4.3,1.0,31.10%,33.30%,2.0,25.50%,-0.24,-0.24,-0.87,-1.70%,-3.10%,-8.40%,0.82,2.0,2.0,1.5,-0.9,0.2,0.2,-0.2,-0.8,0.4,0.4,-0.1,-1.1,-0.6,-0.6,-0.9,5.70%,38.00%,28.70%,24.10%,5.20%,38.00%,24.30%,22.50%,-21.10%,-7.70%,6.70%,-7.30%,10.40%,25.00%,25.90%,20.45%,-2.70%,16.00%,16.00%,-7.88%,5.55,-1.00%,-1.80%,-2.50%,-0.1,-,-,,11.0,14.0,11.0,,,,5.39,10.78,18.84,,,,25.0,35.0,96.0,,,,272.0,515.0,850.0,,,,0.0,6.0,4.0,,,,6.94%,11.15%,18.71%,,,,10.41%,25.94%,24.99%,,,,10.41%,25.94%,24.99%,,,,-14.90%,-4.20%,-6.20%,,,,-11.70%,3.80%,2.90%,,,,-13.10%,2.40%,1.50%,,,,0.00%,50.00%,23.53%,,,,5.68%,37.97%,28.67%,,,,5.20%,38.00%,24.30%,,,,-21.10%,6.70%,-7.70%,,,,8.70%,18.50%,21.80%,,,,0.5,0.8,1.1,,,,0.5,0.8,1.1,,,,-0.3,0.0,0.3,,,,0.8,1.6,2.0,,,,0.8,1.6,2.0,,,-,-1.1,-0.9,-0.6,-,-,,-0.89,-0.07,0.25,,,,-0.81,0.01,0.33,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
155,Theo Howard,theo-howard-1,0,Oklahoma,Big 12,UDFA,UDFA,WR,2021,SR,,23,12/19/1997,13.00%,4.10%,2.00%,2.3,21%,1.8,22%,-,20,-,-,-,4,40,7.6,132,1522,11.5,3.3,10.0,14.80%,15.20%,1.2,14.20%,-0.76,-0.76,-1.27,-4.10%,-3.60%,-15.10%,0.31,1.7,0.6,0.9,-1.4,0.0,-1.1,-0.8,-1.5,-0.1,-1.2,-0.8,-1.4,-0.8,-2.0,-1.3,6.00%,27.20%,3.20%,12.40%,3.50%,27.20%,2.40%,11.60%,-16.20%,-30.10%,-4.00%,-15.90%,2.50%,4.70%,23.70%,18.50%,33.10%,39.10%,54.00%,33.01%,-4.45,-4.20%,-4.00%,-7.70%,-0.6,-,-,7.0,13.0,12.0,,8.0,,3.83,10.72,12.11,,3.66,,12.0,56.0,51.0,,13.0,,88.0,594.0,677.0,,163.0,,1.0,4.0,4.0,,0.0,,2.44%,10.45%,12.66%,,3.61%,,2.48%,13.26%,23.73%,,4.71%,,,13.26%,23.73%,,4.71%,,-16.80%,-12.00%,-6.40%,,-25.20%,,,-9.40%,1.10%,,,,,-8.90%,1.60%,,,,4.55%,12.90%,30.77%,,0.00%,,6.02%,13.08%,27.25%,,3.24%,,3.50%,13.10%,27.20%,,2.40%,,-16.20%,-13.20%,-4.00%,,-30.10%,,2.50%,11.90%,18.20%,,4.20%,,0.2,0.7,0.8,,0.3,,0.2,0.7,0.8,,0.3,,-0.6,-0.1,0.0,,-0.6,,0.3,1.1,1.7,,0.6,,0.3,1.1,1.7,,0.6,,-1.4,-0.8,-0.8,-,-2,-,-1.38,-0.58,-0.01,,-1.07,,-1.4,-0.6,-0.03,,-1.09,,UNK,,,,,,,,,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
156,Theo Howard,theo-howard-1,0,Oklahoma,Big 12,UDFA,UDFA,WR,2021,SR,,23,12/19/1997,12.90%,4.60%,2.00%,1.2,9%,1.15,10%,2,20,-,-,-,5,47,6.9,142,1662,11.7,3.0,10.0,15.80%,18.00%,1.2,14.20%,-0.44,-0.44,-1.52,-8.40%,-7.20%,-13.90%,0.31,1.7,0.7,0.9,-1,0.4,-0.6,-0.4,-1.1,0.3,-0.7,-0.5,-1.4,-0.8,-2.7,-1.5,6.00%,27.20%,8.80%,11.70%,3.50%,27.20%,4.40%,10.10%,-15.00%,-28.10%,-3.20%,-14.50%,2.50%,4.70%,23.70%,13.90%,33.10%,1346.20%,1454.00%,578.61%,-3.99,-3.90%,-4.70%,-7.10%,-0.6,-,-,7.0,13.0,12.0,,8.0,7.0,3.83,10.72,12.11,,3.66,4.29,12.0,56.0,51.0,,13.0,10.0,88.0,594.0,677.0,,163.0,140.0,1.0,4.0,4.0,,0.0,1.0,2.44%,10.45%,12.66%,,5.22%,3.94%,2.48%,13.26%,23.73%,,4.70%,4.67%,,13.26%,23.73%,,4.70%,,-15.90%,-10.80%,-5.40%,,-23.70%,,,-9.00%,1.40%,,-17.60%,,,-7.90%,2.60%,,-16.40%,,4.55%,12.90%,30.77%,,0.00%,4.17%,6.02%,13.08%,27.25%,,3.23%,8.83%,3.50%,13.10%,27.20%,,2.40%,4.40%,-15.00%,-11.80%,-3.20%,,-28.10%,,2.50%,11.90%,18.20%,,5.00%,4.30%,0.2,0.7,0.8,,0.3,0.3,0.2,0.7,0.8,,0.3,0.3,-0.6,-0.1,0.0,,-0.5,-0.5,0.3,1.1,1.7,,0.6,0.7,0.3,1.1,1.7,,0.6,0.7,-1.4,-0.8,-0.8,-,-2,-2.7,-1.01,-0.21,0.36,,-0.7,-0.62,-1.06,-0.26,0.32,,-0.74,-0.67,UNK,,,,,,,,,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
157,N'Keal Harry,nkeal-harry-1,HarrNK00,Arizona State,Pac-12 (South),1,32,WR,2019,JR,NWE,21,12/17/1997,6.80%,7.50%,36.80%,8.1,95%,10.22,99%,1,18,19,19.71,2,3,37,18.1,213,2889,13.6,5.8,1.0,40.50%,43.90%,3.0,36.00%,0.79,0.79,0.38,8.30%,5.20%,5.60%,1.55,3.0,3.0,2.4,-0.1,1.4,1.4,0.8,-0.1,1.3,1.3,0.8,-0.2,0.8,0.5,0.4,26.20%,43.90%,43.90%,35.40%,26.20%,40.50%,40.50%,34.30%,6.50%,9.30%,10.00%,8.60%,21.20%,36.00%,36.00%,30.50%,16.80%,3.50%,16.80%,11.53%,4.04,9.00%,0.80%,3.60%,0.9,-2.60%,304,12.0,13.0,12.0,,,,14.59,19.65,20.15,,,,58.0,82.0,73.0,,,,659.0,1142.0,1088.0,,,,5.0,8.0,9.0,,,,13.65%,19.71%,18.53%,,,,21.18%,34.36%,35.97%,,,,21.18%,34.36%,35.97%,,,,1.90%,9.10%,5.80%,,,,-1.10%,12.10%,13.70%,,,,-4.20%,9.00%,10.60%,,,,31.25%,38.10%,45.00%,,,,26.22%,36.23%,43.86%,,,,26.20%,36.20%,40.50%,,,,6.50%,10.00%,9.30%,,,,17.40%,27.00%,27.20%,,,,0.9,1.3,1.4,,,,0.9,1.3,1.4,,,,0.0,0.4,0.5,,,,1.6,2.7,3.0,,,,1.6,2.7,3.0,,,,-0.2,0.8,0.5,-,-,-,-0.08,1.11,1.36,,,,-0.05,1.14,1.39,,,,29.27,228.0,74.0,27.0,4.53,0.0,0.0,38.5,122,126.45,109.59,108.29,0,0,0,8.80%,6.04,-5.1,5.63,5.5,4.6,105.0,15.0
158,Dez Fitzpatrick,dez-fitzpatrick-1,FitzDe00,Louisville,ACC (Atlantic),4,109,WR,2021,SR,TEN,23,12/17/1997,6.80%,9.40%,7.80%,5.0,66%,4.73,71%,-,19,-,-,-,4,45,11.9,154,2589,16.8,3.4,1.0,23.80%,24.80%,2.7,31.00%,0.4,0.4,-0.43,-2.00%,-0.90%,-7.50%,1.63,2.7,2.7,2,0,1.1,1.1,0.4,-0.2,0.8,0.8,0.1,-0.3,0.0,0.0,-0.4,26.50%,26.50%,23.00%,24.60%,24.50%,24.50%,23.00%,22.70%,-1.80%,-9.40%,-1.80%,-7.80%,17.90%,31.00%,31.00%,21.62%,34.10%,7.80%,34.10%,9.89%,-1.76,2.60%,-2.30%,-3.40%,0.3,-6.80%,258,,12.0,11.0,11.0,11.0,,,14.08,8.29,12.23,13.12,,,45.0,31.0,35.0,43.0,,,699.0,422.0,635.0,833.0,,,9.0,3.0,6.0,3.0,,,9.70%,7.87%,11.67%,13.74%,,,17.93%,16.66%,20.86%,31.04%,,,17.93%,16.66%,20.86%,31.04%,,,-7.40%,-13.50%,-10.30%,1.10%,,,-5.60%,-6.90%,-2.70%,7.50%,,,-4.50%,-5.80%,-1.60%,8.60%,,,31.03%,30.00%,18.75%,15.00%,,,26.52%,25.45%,23.41%,23.02%,,,24.50%,23.30%,19.80%,23.00%,,,-1.80%,-7.90%,-12.10%,-9.40%,,,13.80%,12.30%,16.30%,22.40%,,,0.8,0.6,0.9,1.2,,,0.8,0.6,0.9,1.2,,,-0.1,-0.3,0.0,0.2,,,1.6,1.2,2.5,2.7,,,1.6,1.2,2.5,2.7,,-,-0.3,-1.3,-0.1,0,-,,0.04,-0.42,0.91,1.07,,,-0.05,-0.51,0.82,0.98,,26.71,208.0,74.0,0.0,4.49,7.06,4.25,35.0,-,-,103.57,102.35,0,0,0,8.20%,4.77,1.6,5.3,4.77,5.3,49.0,12.3
159,D.K. Metcalf,dk-metcalf-1,MetcDK00,Mississippi,SEC (West),2,64,WR,2019,SO,SEA,21,12/14/1997,17.80%,14.50%,23.00%,5.3,71%,7.56,88%,-,19,-,-,-,2,19,14.1,65,1215,18.7,3.4,3.0,19.70%,32.10%,2.2,15.00%,0.05,0.05,-0.36,-5.40%,-5.00%,-12.70%,1.49,2.2,2.2,1.9,-0.3,0.4,0.4,0.1,-0.3,0.5,0.5,0.1,-0.4,-0.3,-0.3,-0.4,20.70%,32.10%,32.10%,26.40%,20.70%,20.70%,18.70%,19.70%,-5.60%,-12.50%,-5.60%,-9.00%,16.40%,13.70%,16.40%,16.39%,46.90%,54.00%,54.00%,50.46%,0.2,-11.20%,0.30%,-2.70%,-0.2,-1.90%,310,,12.0,7.0,,,,,12.13,16.13,,,,,39.0,26.0,,,,,646.0,569.0,,,,,7.0,5.0,,,,,9.01%,5.91%,,,,,16.39%,13.69%,,,,,16.39%,,,,,,-8.90%,-16.40%,,,,,-5.40%,,,,,,-5.00%,,,,,,25.00%,23.81%,,,,,20.70%,32.14%,,,,,20.70%,18.70%,,,,,-5.60%,-12.50%,,,,,12.70%,9.80%,,,,,0.8,1.2,,,,,0.8,1.2,,,,,-0.2,0.1,,,,,1.5,2.2,,,,,1.5,2.2,,,,-,-0.4,-0.3,-,-,-,,-0.31,0.41,,,,,-0.25,0.48,,,,28.5,228.0,75.0,27.0,4.33,7.38,4.5,40.5,134,135.85,134.86,129.72,0,1,2,19.30%,10.74,21.6,12.07,12.4,14.58,900.0,56.3
160,JoJo Ward,jojo-ward-1,0,Hawaii,MWC (West),UDFA,UDFA,WR,2020,SR,0,22,12/9/1997,0.70%,10.00%,2.00%,3.5,41%,2.52,38%,-,20,-,-,-,2,28,15.6,116,1999,17.2,4.1,1.0,24.30%,26.00%,1.9,22.40%,0.05,0.05,-0.79,-1.30%,-0.80%,-9.50%,1.59,1.9,1.9,1.8,-0.1,0.2,0.2,0.1,-0.2,0.2,0.2,0,-0.9,-0.7,-0.7,-0.8,20.40%,26.00%,26.00%,23.20%,20.40%,24.30%,24.30%,22.40%,-10.80%,-7.60%,-7.60%,-9.20%,19.90%,22.40%,22.40%,21.17%,38.00%,49.40%,49.40%,43.68%,1.89,-5.60%,0.00%,-2.50%,-0.3,-,-,,,14.0,14.0,,,,,13.68,17.46,,,,,51.0,65.0,,,,,865.0,1134.0,,,,,9.0,11.0,,,,,9.39%,10.25%,,,,,19.91%,22.43%,,,,,19.91%,22.43%,,,,,-10.20%,-8.80%,,,,,-2.60%,-0.10%,,,,,-2.10%,0.40%,,,,,20.93%,26.19%,,,,,20.42%,26.05%,,,,,20.40%,24.30%,,,,,-10.80%,-7.60%,,,,,14.70%,16.30%,,,,,0.9,1.2,,,,,0.9,1.2,,,,,0.0,0.3,,,,,1.6,1.9,,,,,1.6,1.9,,,-,-,-0.9,-0.7,-,-,,,-0.11,0.22,,,,,-0.16,0.16,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
161,JD Spielman,jd-spielman-1,0,Texas Christian,Big 12,UDFA,UDFA,WR,2021,SR,,23,12/4/1997,13.00%,4.10%,3.80%,6.0,79%,3.96,62%,2,20,20,20.74,2,3,36,13.2,175,2601,14.9,4.9,9.0,19.90%,23.20%,2.8,19.00%,0.71,0.71,0.06,6.60%,9.50%,0.40%,1.98,2.8,2.8,2.4,0.3,1.1,1.1,0.7,0.2,1.0,1.0,0.6,0,0.2,0.2,0.1,18.30%,41.80%,4.70%,25.80%,16.80%,38.40%,1.40%,22.90%,-9.50%,6.50%,6.50%,0.20%,24.90%,2.80%,35.20%,29.22%,24.30%,-13.20%,24.30%,3.79%,3.26,7.30%,-4.20%,0.00%,0.5,-,-,,11.0,10.0,12.0,3.0,,,14.3,19.82,14.42,4.43,,,55.0,66.0,49.0,5.0,,,830.0,818.0,898.0,55.0,,,2.0,8.0,5.0,0.0,,,12.01%,16.38%,15.17%,1.85%,,,24.89%,27.58%,35.20%,2.80%,,,24.89%,27.58%,35.20%,,,,-0.40%,-2.50%,4.00%,,,,2.30%,5.00%,12.60%,,,,5.20%,7.90%,15.50%,,,,8.70%,42.11%,41.67%,0.00%,,,18.32%,41.81%,38.43%,4.67%,,,16.80%,34.80%,38.40%,1.40%,,,-9.50%,3.60%,6.50%,,,,18.40%,22.00%,25.20%,2.30%,,,1.3,1.2,1.1,0.4,,,1.3,1.2,1.1,,,,0.4,0.4,0.3,,,,2.0,2.4,2.8,0.7,,,2.0,2.4,2.8,,,-,0,-0.1,0.2,-,-,,0.29,0.74,1.09,,,,0.27,0.73,1.07,,,UNK,,,,,,,,,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
162,JD Spielman,jd-spielman-1,0,Texas Christian,Big 12,UDFA,UDFA,WR,2021,SR,,23,12/4/1997,12.90%,4.60%,3.80%,5.6,74%,3.73,59%,2,20,20,20.74,2,3,40,12.3,183,2727,14.9,4.6,9.0,22.90%,32.10%,2.8,19.80%,1.08,1.08,0.06,6.90%,9.50%,1.60%,1.98,2.8,2.8,2.4,0.7,1.5,1.5,1.1,0.6,1.4,1.4,1,0,0.2,0.2,0.1,18.30%,41.80%,22.40%,25.10%,16.80%,38.40%,7.50%,19.80%,-8.10%,8.20%,8.20%,1.50%,24.90%,4.40%,35.20%,29.22%,24.30%,1536.20%,1536.20%,503.83%,3.72,7.60%,-3.10%,0.40%,0.5,-,-,,11.0,10.0,12.0,3.0,4.0,,14.3,19.82,14.42,4.47,8.3,,55.0,66.0,49.0,5.0,8.0,,830.0,818.0,898.0,56.0,125.0,,2.0,8.0,5.0,0.0,2.0,,12.01%,16.38%,15.17%,3.05%,4.00%,,24.89%,27.58%,35.20%,2.85%,4.40%,,24.89%,27.58%,35.20%,,,,0.90%,-1.60%,5.40%,,,,2.60%,5.30%,12.90%,,,,5.20%,7.90%,15.50%,,,,8.70%,42.11%,41.67%,0.00%,10.53%,,18.32%,41.81%,38.43%,4.75%,22.40%,,16.80%,34.80%,38.40%,1.40%,7.50%,,-8.10%,4.40%,8.20%,,,,18.40%,22.00%,25.20%,3.00%,4.20%,,1.3,1.2,1.1,0.4,0.5,,1.3,1.2,1.1,,,,0.4,0.4,0.3,,,,2.0,2.4,2.8,0.7,1.2,,2.0,2.4,2.8,,,-,0,0,0.2,-,-,,0.66,1.12,1.46,,,,0.61,1.07,1.42,,,UNK,,,,,,,,,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
163,Isaiah Wright,isaiah-wright-1,WrigIs00,Temple,American (East),UDFA,UDFA,WR,2020,SR,0,22,11/13/1997,1.40%,8.30%,1.00%,2.6,25%,1.95,25%,-,-,-,-,-,4,50,8.3,126,1478,11.7,2.5,3.0,18.00%,18.70%,1.3,16.90%,-0.84,-0.84,-1.35,-11.00%,-12.90%,-15.30%,0,1.5,1.0,1.1,-1.7,-0.2,-0.7,-0.8,-1.7,-0.2,-0.7,-0.9,-1.7,-0.4,-1.6,-1.3,0.00%,19.70%,17.60%,16.80%,19.70%,19.70%,16.30%,16.40%,-6.50%,-15.70%,-6.50%,-13.40%,0.00%,13.30%,20.40%,14.96%,6.90%,12.90%,12.90%,11.35%,-3.37,-7.70%,3.90%,-4.90%,-0.6,-,-,12.0,13.0,13.0,12.0,,,2.43,12.43,7.86,10.5,,,0.0,46.0,33.0,47.0,,,0.0,668.0,368.0,442.0,,,0.0,4.0,3.0,5.0,,,0.00%,10.31%,7.53%,9.96%,,,0.00%,20.38%,11.16%,13.35%,,,0.00%,20.38%,11.16%,13.35%,,,-19.30%,-4.90%,-19.00%,-17.90%,,,-22.20%,-1.80%,-11.00%,-8.80%,,,-24.10%,-3.70%,-12.90%,-10.70%,,,0.00%,19.05%,15.00%,19.23%,,,0.00%,19.71%,13.08%,17.65%,,,,19.70%,13.10%,16.30%,,,,-6.50%,-18.10%,-15.70%,,,,15.30%,9.30%,11.70%,,,0.3,1.0,0.5,0.6,,,0.3,1.0,0.5,0.6,,,-0.5,0.2,-0.3,-0.2,,,0.0,1.5,0.8,1.0,,,0.0,1.5,0.8,1.0,,,-1.7,-0.4,-1.7,-1.6,-,-,-1.68,-0.18,-0.84,-0.66,,,-1.72,-0.22,-0.88,-0.71,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
164,Simi Fehoko,simi-fehoko-1,FehoSi00,Stanford,Pac-12 (North),5,179,WR,2021,JR,DAL,23,11/5/1997,5.50%,9.30%,2.00%,3.5,40%,3.96,62%,1,21,22,22.82,1,2,15,15.9,61,1150,18.9,4.1,1.0,38.40%,38.40%,1.7,34.00%,0.23,0.23,-0.88,-2.60%,-4.20%,-13.20%,1.71,1.7,1.7,1.7,0.2,0.2,0.2,0.2,0,0.0,0.0,0,-0.9,-0.9,-0.9,-0.9,34.20%,38.40%,38.40%,36.30%,25.70%,38.40%,38.40%,32.00%,-6.30%,-6.30%,-6.30%,-2.10%,18.00%,34.00%,34.00%,17.97%,16.30%,26.70%,26.70%,21.50%,3.19,8.70%,0.90%,-0.60%,-0.3,-4.10%,279,,,,9.0,6.0,,,,,12.96,18.9,,,,,24.0,37.0,,,,,566.0,584.0,,,,,6.0,3.0,,,,,5.44%,16.82%,,,,,17.97%,33.95%,,,,,17.97%,,,,,,-13.20%,,,,,,-2.60%,,,,,,-4.20%,,,,,,33.33%,42.86%,,,,,34.20%,38.41%,,,,,25.70%,38.40%,,,,,-6.30%,,,,,,11.70%,25.40%,,,,,1.0,1.5,,,,,1.0,,,,,,,,,,,,1.7,2.7,,,,,1.7,,,-,-,-,-0.9,-,-,,,,0.23,,,,,,0.14,,,27.02,222.0,76.0,16.0,4.44,6.78,4.26,34.5,120,118.65,121.96,114.25,0,0,0,0.00%,0,0,0,0,0,,
165,Darnell Mooney,darnell-mooney-1,MoonDa00,Tulane,American (West),5,173,WR,2020,SR,CHI,22,10/29/1997,1.40%,7.10%,7.30%,7.2,92%,5.98,79%,1,19,19,19.84,2,4,46,11.1,154,2572,16.7,3.3,1.0,37.00%,37.00%,2.7,34.20%,0.39,0.39,0.2,5.30%,1.90%,3.30%,1.38,3.3,2.1,2.4,-0.6,1.3,0.1,0.4,-0.6,1.4,0.1,0.4,-0.3,0.8,-0.5,0.2,26.40%,47.50%,26.50%,33.90%,19.80%,47.50%,26.50%,31.50%,0.10%,-5.50%,16.30%,4.20%,19.60%,26.60%,41.80%,29.80%,-49.00%,-8.70%,-8.70%,-26.18%,-0.57,9.90%,-2.20%,2.40%,0.6,-12.00%,247,9.0,11.0,13.0,13.0,,,7.21,10.72,15.07,11.48,,,24.0,34.0,48.0,48.0,,,267.0,599.0,993.0,713.0,,,2.0,4.0,8.0,5.0,,,9.30%,14.11%,16.16%,14.29%,,,19.63%,31.20%,41.76%,26.61%,,,19.63%,31.20%,41.76%,26.61%,,,0.40%,5.90%,11.60%,-4.60%,,,-4.90%,6.70%,17.30%,2.10%,,,-8.30%,3.30%,13.80%,-1.30%,,,20.00%,33.33%,53.33%,26.32%,,,26.42%,35.20%,47.55%,26.47%,,,19.80%,32.30%,47.50%,26.50%,,,0.10%,6.00%,16.30%,-5.50%,,,14.50%,22.70%,29.00%,20.50%,,,0.5,0.8,1.3,0.8,,,0.5,0.8,1.3,0.8,,,-0.3,0.0,0.5,0.0,,,1.4,2.7,3.3,2.1,,,1.4,2.7,3.3,2.1,,,-0.3,0.8,0.8,-0.5,-,-,-0.62,0.71,1.34,0.12,,,-0.62,0.71,1.34,0.12,,,25.25,176.0,70.0,9.0,4.38,0.0,0.0,37.0,124,124.9,86.56,95.64,0,0,0,16.00%,10.14,-9.7,9.51,11.53,10.85,631.0,39.4
