"Maybe: Aggregate data into smaller set of features, then use similarity?",,,"Rookier Year Valuation Metrics: fantasy points,  ???",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DROP,,,LOOK,,,,,,,,,,,,,,,,,,Breakout Ages,,,,Total Counting Stats,,,,,,,,,,,,YTMpA,,,Dominator,,,YTMpA,,,,YTMpA Above Conference pos AVG (>30 tchs),,,,YTMpA Above Team Avg,,,,YTMpA Above Age AVG (Top 24 players,,,,Per Game Dominator,,,,Dominator,,,,DOa (Dom Over Average),,,,MS Yards,,,,Player Above/Below AVG Team YTMpA,,,,Pahowdy Score,,,,,,,Games Played,,,,,,PPR PPG,,,,,,RECs,,,,,,REC Yards,,,,,,REC TDs,,,,,,MS RECs,,,,,,MS REC Yards,,,,,,MS REC Yards (for AVG if played more then 8 games),,,,,,MS Yards above/below Average by age (top 24 players),,,,,,Player Above/Below AVG Conference REC Yds MS >6 games,,,,,,Player Above/Below AVG Team REC Yds MS,,,,,,MS REC TDs,,,,,,Per Game Dominator (Combined REC Yards Touchdown MS),,,,,,Dominator (Combined REC Yards Touchdown MS),,,,,,DOa above/below Average by age (top 24 players),,,,,,Yards Dominator (Rec's used instead of dominator),,,,,,YTMA  Yards Per Team  Attempt,,,,,,YTMA  Yards Per Team  Attempt For Scores >6 games,,,,,,Player Above/Below AVG Conference YTMA,,,,,,YTMpA (Rec Yards Per Team Pass Attempt),,,,,,YTMpA (Rec Yards Per Team Pass Attempt) >6 games,,,,,,Player YTMpA  above/below Average by age (top 24 players),,,,,,Player Above/Below AVG Conference YTMpA >6 games,,,,,,Player Above/Below AVG Team YTMpA,,,,,,Combine,,,,,,,,,,,,NFL Career Marks since 2000,,,,,,,,
Name,cfb_id,pfr_id,School,Conference,DR,DP,NFL POS,Draft Year,Designation in last Year,Landing Team,Age IN DRAFT YEAR (9/1/dy),DOB,Conference Drafted Rate,Conference Hit Rate,Age Adjusted Hit Rate AVG,Pre-Draft,Pre-Draft Percentile,Post-Draft,Post-Draft Percentile,Cr.Year BO,>20%,>30%,Decimal BOA (30%),Cr.Year BO,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Per Game College Dominator Rating,YPTpA Dominator,Yards Dominator,Conference,Team (Conference Adjusted),Age,Conference,Team,Age,First RecYds/TmPatt,Best RecYds/TmPatt,Last RecYds/TmPatt,AVG RecYds/TmPatt,First RecYds/TmPatt Above Conference AVg,Best RecYds/TmPatt Above Conference Avg,Last  RecYds/TmPatt Above Conference Avg,AVG  RecYds/TmPatt Above Conference Avg,First RecYds/TmPatt Above TM Avg,Best RecYds/TmPatt Above TM Avg,Last  RecYds/TmPatt Above TM Avg,AVG  RecYds/TmPatt Above TM Avg,First RecYds/TmPatt Above AGE Avg,Best RecYds/TmPatt Above AGE Avg,Last  RecYds/TmPatt Above AGE Avg,AVG  RecYds/TmPatt Above AGE Avg,First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Doa,Last Doa,Best Doa,Doa (AVG),First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,PPG Above conference expectation (Best Year),S/EX (MS Yards Over Expectation using a 5 year conference AVG of top producer),TeamMate Score (TeamMate Over Expected),Production Score,Efficency Score (YTMpA Over conference AVG WR1s),Calvin Johnson Index,Combine Score,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,BMI,weight,height,bench,40,3Cone,shuttle,vert,broadInches,Burst Score,HaSS,WaSS,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,Year 1 TGT%,Year 1 EP,Year 1 reFPOE,Year 1 PPG,AVG EP Season 1-3,AVG PPG (PPR) Season 1-3
Calvin Ridley,calvin-ridley-1,RidlCa00,Alabama,SEC (West),1,26,WR,2018,JR,ATL,23,12/20/1994,17.80%,14.50%,27.80%,5.6,75%,8.61,94%,1,20,20,20.7,1,3,44,14.2,224,2781,12.4,5.1,1,29.00%,29.00%,2.9,35.60%,0.56,0.56,-0.22,8.30%,6.30%,-0.20%,2.34,2.9,2.9,2.4,0.5,1.1,1.1,0.6,0.6,1.2,1.2,0.7,-0.2,0.3,0.3,-0.2,31.20%,31.20%,26.70%,27.90%,31.20%,31.20%,26.70%,27.90%,0.00%,-5.70%,0.00%,-4.00%,30.70%,35.60%,35.60%,30.21%,2.70%,-13.20%,2.70%,-5.25%,-0.26,7.80%,0.40%,-1.30%,0.5,-10.30%,231,,,15,15,14,,,,15.7,13.27,13.67,,,,89,72,63,,,,1045,769,967,,,,7,7,5,,,,19.96%,17.27%,18.98%,,,,30.67%,24.38%,35.59%,,,,30.67%,24.38%,35.59%,,,,0.50%,-6.80%,5.70%,,,,8.70%,2.40%,13.60%,,,,6.70%,0.50%,11.70%,,,,31.82%,26.92%,17.86%,,,,31.25%,25.65%,26.72%,,,,31.20%,25.70%,26.70%,,,,0.00%,-6.30%,-5.70%,,,,25.30%,20.80%,27.30%,,,,1,0.8,1.1,,,,1,0.8,1.1,,,,0.1,-0.2,0.2,,,,2.3,1.8,2.9,,,,2.3,1.8,2.9,,-,-,-0.2,-0.7,0.3,-,,,0.54,0.04,1.11,,,,0.6,0.11,1.17,,24.94,189,73,15,4.43,6.88,4.41,31,110,107.7,96.63,98.15,1,1,2,14.90%,9.71,55,13.05,12.78,15.7
Carlos Henderson,carlos-henderson-1,HendCa01,Louisiana Tech,CUSA (West),3,82,WR,2017,JR,DEN,22,12/19/1994,1.40%,5.60%,11.20%,5.5,73%,6.2,81%,3,21,21,21.7,3,3,36,17.4,147,2878,19.6,4.1,2,37.20%,40.00%,3,30.20%,0.5,0.5,-0.21,0.00%,-1.90%,-7.30%,1.43,3,3,2.1,-0.2,1.4,1.4,0.5,-0.1,1.5,1.5,0.6,-0.5,0.5,0.5,-0.2,17.20%,40.00%,40.00%,26.20%,14.70%,37.20%,37.20%,23.40%,-11.50%,5.20%,5.20%,-6.50%,16.10%,30.20%,30.20%,21.58%,14.20%,63.70%,63.70%,41.26%,14.04,2.20%,-1.20%,-2.70%,0.8,-7.60%,262,,12,11,13,,,,9.76,13.53,28.83,,,,29,36,82,,,,569,774,1535,,,,4,5,19,,,,6.25%,7.56%,15.10%,,,,16.11%,18.45%,30.17%,,,,16.11%,18.45%,30.17%,,,,-9.20%,-11.70%,-1.00%,,,,-5.40%,-3.10%,8.60%,,,,-7.30%,-5.00%,6.70%,,,,13.33%,17.86%,44.19%,,,,17.18%,21.46%,40.04%,,,,14.70%,18.20%,37.20%,,,,-11.50%,-13.10%,5.20%,,,,11.20%,13.00%,22.60%,,,,0.8,1.1,1.9,,,,0.8,1.1,1.9,,,,-0.1,0.2,1,,,,1.4,1.9,3,,,,1.4,1.9,3,,,-,-0.5,-0.6,0.5,-,-,,-0.2,0.29,1.41,,,,-0.1,0.39,1.51,,,27.75,199,71,13,4.46,7.18,4.35,36,131,126.7,93.68,100.59,-,-,-,-,-,-,-,-,-
Tanner Gentry,tanner-gentry-1,GentTa00,Wyoming,MWC (Mountain),UDFA,UDFA,WR,2017,SR,0,22,12/18/1994,0.70%,7.70%,2.60%,7.3,92%,4.77,71%,3,20,21,21.71,3,4,42,13.9,180,2815,15.6,4.3,1,44.80%,44.80%,3.7,41.30%,0.41,0.41,0.2,-1.70%,-2.90%,-1.80%,1.06,3.8,3.5,2.4,-0.9,1.8,1.6,0.4,-0.9,1.8,1.5,0.4,-0.7,1.3,1,0.2,7.40%,44.80%,44.80%,27.90%,5.50%,44.80%,44.80%,23.00%,-14.20%,12.90%,12.90%,-4.30%,11.10%,41.30%,41.30%,22.79%,28.20%,3.20%,28.20%,4.67%,6.14,-0.70%,36.70%,-3.00%,0.6,-,-,9,12,7,14,,,8.51,7.32,19.09,20.83,,,39,32,37,72,,,376,435,678,1326,,,0,2,4,14,,,8.28%,8.56%,12.05%,19.25%,,,11.09%,15.92%,30.34%,41.35%,,,11.09%,15.92%,,41.35%,,,-8.20%,-9.40%,0.20%,10.10%,,,-13.40%,-8.60%,,16.80%,,,-14.60%,-9.80%,,15.60%,,,0.00%,16.67%,20.00%,48.28%,,,7.39%,16.29%,43.14%,44.81%,,,5.50%,16.30%,25.20%,44.80%,,,-14.20%,-10.00%,-6.10%,12.90%,,,9.70%,12.20%,21.20%,30.30%,,,0.6,0.5,1.6,1.4,,,0.6,0.5,1.6,1.4,,,-0.4,-0.5,0.6,0.4,,,1.1,1.2,3.8,3.5,,,1.1,1.2,3.8,3.5,,,-0.7,-0.8,1.3,1,-,-,-0.91,-0.81,1.81,1.57,,,-0.85,-0.75,1.87,1.63,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,5.10%,2.58,-3.8,1.63,2.58,1.63
Zach Pascal,zach-pascal-1,PascZa00,Old Dominion,CUSA (East),UDFA,UDFA,WR,2017,SR,0,22,12/18/1994,1.40%,0.00%,5.00%,4.9,65%,3.35,52%,2,19,20,20.7,2,3,37,17.4,193,2664,13.8,5.2,1,34.30%,34.30%,2.5,34.10%,0.62,0.62,-0.25,8.00%,3.60%,0.90%,1.49,2.5,2.5,2.1,0,1.1,1.1,0.6,-0.1,1,1,0.5,-0.4,-0.1,-0.1,-0.2,20.40%,38.50%,30.10%,29.70%,22.30%,38.50%,30.10%,30.30%,-4.00%,-1.90%,7.30%,0.50%,21.20%,31.10%,37.00%,29.76%,44.50%,5.40%,44.50%,16.38%,4.68,10.40%,1.60%,0.30%,0.5,-4.70%,281,,12,12,13,,,,14.61,19.95,17.55,,,,59,69,65,,,,743,975,946,,,,7,8,9,,,,12.88%,16.01%,17.38%,,,,21.17%,37.02%,31.10%,,,,21.17%,37.02%,31.10%,,,,-4.10%,6.90%,-0.10%,,,,-0.60%,15.30%,9.40%,,,,-5.00%,10.90%,5.00%,,,,23.33%,40.00%,29.03%,,,,20.40%,38.51%,30.07%,,,,22.30%,38.50%,30.10%,,,,-4.00%,7.30%,-1.90%,,,,17.00%,26.50%,24.20%,,,,0.8,1.4,1.3,,,,0.8,1.4,1.3,,,,-0.2,0.4,0.2,,,,1.5,2.3,2.5,,,,1.5,2.3,2.5,,,-,-0.4,-0.2,-0.1,-,-,,0.02,0.79,1.06,,,,-0.05,0.73,0.99,,,28.12,219,74,14,4.55,7.11,4.29,36,126,124.2,103.42,102.19,-,-,-,-,-,-,-,-,-
Drew Morgan,drew-morgan-1,MorgDr00,Arkansas,SEC (West),UDFA,UDFA,WR,2017,SR,0,22,12/2/1994,17.80%,14.50%,2.00%,3.9,47%,2.76,42%,-,20,-,-,-,3,33,11,138,1763,12.8,4.2,2,22.40%,22.40%,2,22.90%,-0.14,-0.14,-0.67,0.20%,2.70%,-11.20%,0.94,2.3,1.8,1.7,-0.9,0.4,0,-0.1,-0.7,0.6,0.1,0,-1,-0.3,-0.8,-0.7,11.30%,28.20%,16.50%,18.70%,6.10%,28.20%,16.50%,16.90%,-20.20%,-15.40%,-3.00%,-12.90%,7.40%,21.50%,24.20%,22.85%,-14.90%,19.00%,21.30%,8.46%,0.18,-4.20%,-0.60%,-4.50%,-0.1,-11.90%,217,,7,13,13,,,,4.87,16.1,12.13,,,,10,63,65,,,,181,843,739,,,,1,10,3,,,,2.81%,16.84%,16.01%,,,,7.41%,24.18%,21.52%,,,,,24.18%,21.52%,,,,-17.90%,-5.90%,-9.70%,,,,,1.50%,-1.10%,,,,,4.00%,1.40%,,,,4.76%,32.26%,11.54%,,,,11.30%,28.22%,16.53%,,,,6.10%,28.20%,16.50%,,,,-20.20%,-3.00%,-15.40%,,,,5.10%,20.50%,18.80%,,,,0.4,1,0.8,,,,0.4,1,0.8,,,,-0.4,0.2,0,,,,0.9,2.3,1.8,,,,0.9,2.3,1.8,,,-,-1,-0.3,-0.8,-,-,,-0.87,0.44,0.01,,,,-0.88,0.43,-0.01,,,25.07,190,73,10,4.74,6.85,4.12,30,112,107,74.11,75.28,-,-,-,-,-,-,-,-,-
Bug Howard,bug-howard-1,HowaBu00,North Carolina,ACC (Coastal),UDFA,UDFA,WR,2017,SR,0,22,11/28/1994,4.80%,6.40%,1.00%,3.5,40%,2.51,38%,-,21,-,-,-,3,36,10.7,124,1770,14.3,3.4,2,24.20%,26.20%,2,21.70%,-0.28,-0.28,-0.9,-6.70%,-3.40%,-13.00%,0.97,2,2,1.4,-0.8,0.2,0.2,-0.3,-0.8,0.2,0.2,-0.3,-1,-0.6,-0.6,-0.9,10.60%,26.20%,26.20%,17.30%,9.70%,24.20%,24.20%,15.70%,-16.50%,-7.80%,-7.80%,-14.10%,12.60%,21.70%,21.70%,15.86%,25.90%,32.00%,32.00%,25.55%,1.37,-6.10%,-1.90%,-5.40%,-0.2,-5.10%,269,,12,12,12,,,,8.29,8.48,15.31,,,,42,29,53,,,,455,488,827,,,,2,4,8,,,,8.25%,7.13%,11.60%,,,,12.59%,13.28%,21.70%,,,,12.59%,13.28%,21.70%,,,,-12.70%,-16.80%,-9.50%,,,,-9.90%,-9.20%,-0.80%,,,,-6.70%,-6.00%,2.40%,,,,6.90%,12.90%,26.67%,,,,10.56%,15.27%,26.20%,,,,9.70%,13.10%,24.20%,,,,-16.50%,-18.10%,-7.80%,,,,10.40%,10.20%,16.60%,,,,0.5,0.6,1,,,,0.5,0.6,1,,,,-0.4,-0.2,0.2,,,,1,1.4,2,,,,1,1.4,2,,,-,-1,-1.1,-0.6,-,-,,-0.75,-0.32,0.24,,,,-0.75,-0.32,0.24,,,26.9,221,76,0,4.58,6.95,4.14,37.5,119,123.25,107.23,100.45,-,-,-,-,-,-,-,-,-
John Ross,john-ross-1,RossJo00,Washington,Pac-12 (North),1,9,WR,2017,JR,CIN,22,11/27/1994,5.50%,9.30%,18.80%,5.5,74%,8.04,91%,3,21,21,21.76,3,3,40,11,114,1729,15.2,2.9,1,34.00%,34.00%,2.8,31.70%,-0.06,-0.06,-0.64,-2.80%,-3.00%,-8.20%,0.5,2.8,2.8,1.4,-1,1.3,1.3,-0.1,-1,1.4,1.4,0,-1.2,0.2,0.2,-0.6,5.10%,34.00%,34.00%,19.20%,5.10%,34.00%,34.00%,18.70%,-14.70%,2.00%,2.00%,-7.30%,6.10%,31.70%,31.70%,17.04%,18.10%,16.60%,18.10%,8.41%,6.41,6.70%,1.70%,-3.40%,0.9,-8.70%,260,13,13,,14,,,3.59,6.88,,22.44,,,16,17,,81,,,208,371,,1150,,,1,4,,17,,,3.87%,4.27%,,19.85%,,,6.15%,13.25%,,31.74%,,,6.15%,13.25%,,31.74%,,,-13.10%,-12.00%,,0.50%,,,-13.70%,-6.60%,,11.90%,,,-13.90%,-6.80%,,11.70%,,,4.00%,21.05%,,36.17%,,,5.07%,18.47%,,33.96%,,,5.10%,17.10%,,34.00%,,,-14.70%,-9.10%,,2.00%,,,5.00%,8.80%,,25.80%,,,0.3,0.5,,1.4,,,0.3,0.5,,1.4,,,-0.6,-0.4,,0.5,,,0.5,1,,2.8,,,0.5,1,,2.8,,,-1.2,-0.9,-,0.2,-,-,-1,-0.49,,1.32,,,-0.97,-0.47,,1.34,,,26.22,188,71,0,4.22,0,0,37,133,129.4,110.41,118.56,0,0,0,2.10%,1.13,-2.7,0.4,6.81,6.35
Deangelo Yancey,deangelo-yancey-1,YancDe00,Purdue,Big Ten (West),5,175,WR,2017,SR,GNB,22,11/18/1994,1.40%,0.00%,4.30%,4,48%,4.13,65%,2,20,21,21.79,2,4,39,12,141,2344,16.6,3.6,1,33.40%,33.40%,1.8,26.90%,-0.25,-0.25,-0.78,4.60%,8.00%,-6.70%,1.93,1.9,1.7,1.4,0.3,0.3,0.1,-0.3,0.4,0.4,0.2,-0.1,0.2,0.2,-0.9,-0.8,25.80%,33.40%,33.40%,26.80%,17.20%,33.40%,33.40%,22.40%,-2.50%,1.50%,1.50%,-4.90%,21.10%,26.90%,26.90%,25.73%,-2.10%,32.80%,32.80%,5.73%,2.38,-3.50%,-1.80%,-2.50%,-0.3,-,-,8,7,12,12,,,12.33,6.39,12.33,17.01,,,32,12,48,49,,,546,147,700,951,,,2,3,5,10,,,7.53%,2.76%,9.56%,8.81%,,,21.08%,6.54%,24.59%,26.87%,,,21.08%,,24.59%,26.87%,,,1.80%,-18.80%,-5.50%,-4.30%,,,,,3.40%,5.70%,,,,,6.80%,9.10%,,,13.33%,18.75%,27.78%,40.00%,,,25.81%,21.67%,26.18%,33.44%,,,17.20%,12.60%,26.20%,33.40%,,,-2.50%,-13.60%,-5.00%,1.50%,,,14.30%,4.70%,17.10%,17.80%,,,1.1,0.3,0.8,1.1,,,1.1,0.3,0.8,1.1,,,0.3,-0.5,0,0.3,,,1.9,0.6,1.4,1.7,,,1.9,0.6,1.4,1.7,,,0.2,-1.3,-1.1,-0.9,-,-,0.27,-1.08,-0.26,0.05,,,0.42,-0.93,-0.12,0.2,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-
Tyler Boyd,tyler-boyd-1,BoydTy00,Pittsburgh,ACC (Coastal),2,55,WR,2016,JR,CIN,21,11/15/1994,4.80%,6.40%,27.00%,10,99%,10.08,98%,1,18,18,18.8,1,3,38,20.5,254,3361,13.2,6.7,1,41.30%,42.70%,3.5,44.80%,1.53,1.53,1.2,19.50%,15.20%,17.70%,2.71,4.1,2.9,3.3,1,2.4,1.2,1.5,0.9,2.4,1.2,1.5,1,2.2,0.4,1.2,33.00%,49.60%,35.70%,39.40%,35.80%,49.60%,33.00%,39.40%,16.00%,1.70%,23.40%,13.70%,38.20%,37.40%,52.20%,42.58%,16.20%,-13.80%,16.20%,-4.46%,7.28,23.90%,0.30%,5.80%,1.9,-9.40%,239,13,13,12,,,,20.09,19.99,21.49,,,,85,78,91,,,,1174,1261,926,,,,7,8,6,,,,21.25%,25.49%,26.61%,,,,38.19%,52.17%,37.37%,,,,38.19%,52.17%,37.37%,,,,18.90%,26.90%,7.20%,,,,15.10%,29.10%,14.30%,,,,10.80%,24.80%,10.00%,,,,33.33%,47.06%,28.57%,,,,33.01%,49.62%,35.72%,,,,35.80%,49.60%,33.00%,,,,16.00%,23.40%,1.70%,,,,29.70%,38.80%,32.00%,,,,1.4,1.5,1.7,,,,1.4,1.5,1.7,,,,0.5,0.6,0.8,,,,2.7,4.1,2.9,,,,2.7,4.1,2.9,,,,1,2.2,0.4,-,-,-,0.98,2.39,1.2,,,,0.9,2.31,1.12,,,,25.99,197,73,11,4.58,6.9,4.35,34,119,117.3,88.16,89.54,0,0,2,14.40%,8.45,-12.1,7.88,8.66,9.77
Ryan Switzer,ryan-switzer-1,SwitRy00,North Carolina,ACC (Coastal),4,133,WR,2017,SR,DAL,22,11/4/1994,4.80%,6.40%,4.90%,5.6,76%,5.85,78%,-,21,-,-,-,4,53,12.6,243,2903,11.9,4.6,1,24.60%,24.60%,2.4,29.20%,-0.13,-0.13,-0.59,-2.90%,0.30%,-6.90%,0.75,2.4,2.4,1.6,-1,0.7,0.7,-0.1,-1,0.7,0.7,-0.2,-1,-0.2,-0.2,-0.6,10.10%,24.60%,24.60%,17.80%,10.10%,24.60%,24.60%,17.80%,-9.70%,-7.30%,-7.30%,-9.50%,9.50%,29.20%,29.20%,19.61%,25.80%,32.00%,32.00%,25.62%,4.87,1.40%,-1.90%,-4.90%,0.2,-10.90%,253,13,13,14,13,,,7.23,13.03,11.49,18.82,,,32,61,54,96,,,341,757,693,1112,,,3,4,6,6,,,7.06%,11.98%,13.27%,21.01%,,,9.46%,20.95%,18.86%,29.18%,,,9.46%,20.95%,18.86%,29.18%,,,-9.80%,-4.30%,-11.30%,-2.00%,,,-13.10%,-1.60%,-3.70%,6.70%,,,-9.80%,1.70%,-0.40%,9.90%,,,10.71%,13.79%,19.35%,20.00%,,,10.09%,17.37%,19.11%,24.59%,,,10.10%,17.40%,19.10%,24.60%,,,-9.70%,-8.90%,-12.10%,-7.30%,,,8.30%,16.50%,16.10%,25.10%,,,0.5,0.9,0.8,1.3,,,0.5,0.9,0.8,1.3,,,-0.4,0,-0.1,0.4,,,0.8,1.5,1.7,2.4,,,0.8,1.5,1.7,2.4,,,-1,-0.4,-0.8,-0.2,-,-,-0.97,-0.23,-0.02,0.71,,,-0.96,-0.23,-0.01,0.72,,,27.52,181,68,11,4.51,6.77,4,32,116,112.4,74.73,87.5,0,0,0,1.40%,0.75,0.3,1.04,2.51,2.19
River Cracraft,river-cracraft-1,CracRi00,Washington State,Pac-12 (North),UDFA,UDFA,WR,2017,SR,0,22,11/1/1994,5.50%,9.30%,1.00%,2.7,27%,2,27%,-,-,-,-,-,4,41,15.2,218,2701,12.4,5.3,3,14.70%,19.30%,1.4,14.90%,-0.33,-0.33,-1.02,-6.60%,-4.40%,-13.10%,0.88,1.4,1.4,1.2,-0.6,-0.1,-0.1,-0.3,-0.6,-0.1,-0.1,-0.3,-0.8,-0.6,-1.2,-1,11.50%,20.80%,17.80%,16.10%,10.60%,15.60%,13.70%,12.70%,-9.20%,-18.30%,-9.20%,-14.60%,12.80%,14.90%,14.90%,13.33%,66.90%,63.30%,116.30%,80.63%,5.2,-10.20%,-0.20%,-7.10%,-0.6,-,-,12,9,10,10,,,10.45,21.23,13.85,15.31,,,46,66,53,53,,,614,771,615,701,,,3,8,4,5,,,6.08%,8.58%,7.21%,7.99%,,,12.83%,13.45%,12.16%,14.87%,,,12.83%,13.45%,12.16%,14.87%,,,-6.40%,-11.80%,-18.00%,-16.30%,,,-7.10%,-6.40%,-7.70%,-5.00%,,,-4.90%,-4.20%,-5.50%,-2.80%,,,8.33%,17.78%,9.76%,12.50%,,,11.47%,20.82%,14.24%,17.79%,,,10.60%,15.60%,11.00%,13.70%,,,-9.20%,-10.60%,-20.30%,-18.30%,,,9.50%,11.00%,9.70%,11.40%,,,0.7,1,0.8,0.9,,,0.7,1,0.8,0.9,,,-0.2,0.1,-0.1,0,,,0.9,1.3,1.1,1.4,,,0.9,1.3,1.1,1.4,,,-0.8,-0.6,-1.4,-1.2,-,-,-0.62,-0.16,-0.41,-0.12,,,-0.6,-0.14,-0.39,-0.1,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,0.00%,0,0,0,0.16,0.34
Domonique Young,domonique-young-1,YounDo00,Purdue,Big Ten (West),UDFA,UDFA,WR,2017,SR,0,22,10/27/1994,1.40%,0.00%,1.00%,2.9,31%,2.12,30%,0,-,-,-,-,1,13,10.7,50,614,12.3,3.8,5,7.20%,16.30%,0.8,9.60%,-0.83,-0.83,-1.68,-,-,-20.40%,0.82,0.8,0.8,0.8,-0.8,-0.8,-0.8,-0.8,-0.7,-0.7,-0.7,-0.7,-1.7,-1.7,-1.7,-1.7,11.40%,16.30%,16.30%,13.80%,7.60%,7.60%,6.80%,7.20%,-23.60%,-23.60%,-23.60%,-7.90%,9.70%,9.60%,9.70%,-,7.30%,32.80%,32.80%,20.08%,-0.87,-20.70%,-1.80%,-3.30%,-1.4,-,-,,,8,5,,,,,7.63,13.76,,,,,21,29,,,,,276,338,,,,,1,1,,,,,4.18%,5.22%,,,,,9.69%,9.55%,,,,,9.69%,,,,,,-20.40%,,,,,,,,,,,,,,,,,,5.56%,4.00%,,,,,11.44%,16.26%,,,,,7.60%,6.80%,,,,,-23.60%,,,,,,6.90%,7.40%,,,,,0.5,0.9,,,,,0.5,,,,,,-0.3,,,,,,0.8,1.5,,,,,0.8,,,,-,-,-1.7,-,-,-,,,-0.83,,,,,,-0.69,,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-
Derrick Willies,derrick-willies-1,WillDe06,Texas Tech,Big 12,UDFA,UDFA,WR,2018,SR,0,23,10/12/1994,13.00%,4.10%,1.00%,2.4,23%,1.87,23%,0,-,-,-,-,2,14,9.2,36,592,16.4,2.6,5,7.80%,16.90%,0.7,7.00%,-1.03,-1.03,-1.93,-,-,-26.00%,0.66,0.7,0.7,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1.9,-1.9,-1.9,-1.9,7.10%,16.90%,16.90%,12.00%,4.70%,7.80%,7.80%,6.30%,-27.20%,-27.20%,-27.20%,-9.10%,5.20%,7.00%,7.00%,-,108.50%,49.20%,108.50%,78.88%,-5.87,-20.70%,-0.30%,-2.80%,-1.7,-,-,,,,8,6,,,,,7.35,11.07,,,,,18,18,,,,,288,304,,,,,2,3,,,,,2.76%,3.33%,,,,,5.18%,7.01%,,,,,5.18%,,,,,,-26.00%,,,,,,,,,,,,,,,,,,4.26%,8.57%,,,,,7.08%,16.88%,,,,,4.70%,7.80%,,,,,-27.20%,,,,,,4.00%,5.20%,,,,,0.4,0.7,,,,,0.4,,,,,,-0.4,,,,,,0.7,1.2,,,,,0.7,,,-,-,-,-1.9,-,-,,,,-1.03,,,,,,-0.99,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-
Artavis Scott,artavis-scott-1,ScotAr00,Clemson,ACC (Atlantic),UDFA,UDFA,WR,2017,JR,0,22,10/12/1994,6.80%,9.40%,5.70%,3.4,39%,2.42,37%,1,19,19,19.89,1,3,42,15,245,2480,10.1,5.8,4,21.60%,22.90%,1.7,20.30%,0.07,0.07,-0.66,-0.40%,-2.90%,-8.50%,2.34,2.3,1,1.7,0.7,0.7,-0.6,0.1,1,1,-0.4,0.3,0.4,0.4,-1.6,-0.7,34.20%,34.20%,11.70%,21.60%,31.60%,31.60%,11.70%,20.70%,5.30%,-20.30%,5.30%,-9.10%,28.30%,12.30%,28.30%,20.39%,18.60%,50.40%,50.40%,33.67%,3.15,0.20%,-1.30%,-3.10%,0.1,-9.40%,251,,12,15,15,,,,18.53,15.14,11.23,,,,76,93,76,,,,965,901,614,,,,8,6,5,,,,17.00%,17.68%,12.14%,,,,28.34%,20.58%,12.26%,,,,28.34%,20.58%,12.26%,,,,3.10%,-9.50%,-18.90%,,,,7.50%,-0.30%,-8.60%,,,,5.10%,-2.70%,-11.00%,,,,34.78%,17.14%,11.11%,,,,34.19%,18.86%,11.68%,,,,31.60%,18.90%,11.70%,,,,5.30%,-12.40%,-20.30%,,,,22.70%,19.10%,12.20%,,,,1.2,0.8,0.5,,,,1.2,0.8,0.5,,,,0.3,0,-0.3,,,,2.3,1.7,1,,,,2.3,1.7,1,,,-,0.4,-0.8,-1.6,-,-,,0.73,0.1,-0.63,,,,0.79,0.17,-0.57,,,27.69,193,70,13,4.61,7.19,4.49,31,116,110.7,77.36,85.46,-,-,-,-,-,-,-,-,-
